Stn Code,Sampling Date,State,City,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
695,16-09-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,109,43
695,22-09-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,99,42
695,24-09-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,119,44
695,29-09-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,102,43
695,01-10-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,97,39
695,06-10-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,104,42
695,08-10-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,100,40
695,13-10-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,105,42
695,15-10-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,103,44
695,19-10-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,101,45
695,28-10-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,95,39
695,03-11-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,114,42
695,06-11-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,111,39
695,11-11-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,14,262,47
695,13-11-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,117,40
695,17-11-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,116,43
695,19-11-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,121,41
695,23-11-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,124,44
695,26-11-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,119,38
695,30-11-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,124,43
695,01-12-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,92,36
695,03-12-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,108,45
695,08-12-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,11,93,37
695,10-12-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,98,40
695,15-12-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,102,42
695,17-12-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,108,46
695,22-12-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,93,39
695,26-12-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,102,41
695,29-12-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,104,43
696,02-01-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",12,15,134,59
696,05-01-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",14,18,95,46
696,08-01-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",11,16,112,48
696,12-01-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,14,148,74
696,15-01-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",13,15,149,120
696,20-01-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",12,16,190,67
696,22-01-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,16,192,85
696,27-01-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",11,13,112,52
696,29-01-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,15,137,68
696,03-02-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",13,15,190,81
696,06-02-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,18,117,47
696,10-02-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",14,16,215,48
696,12-02-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",17,14,122,49
696,17-02-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",17,16,84,43
696,20-02-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,16,177,57
696,24-02-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",16,16,171,67
696,27-02-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",11,13,144,56
696,03-03-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,16,82,42
696,06-03-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",17,17,162,22
696,10-03-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",16,18,153,38
696,12-03-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",17,15,173,56
696,17-03-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",18,17,185,55
696,20-03-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",17,17,176,85
696,24-03-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",18,16,175,72
696,26-03-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",17,15,175,89
696,30-03-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,14,113,48
696,03-04-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",14,15,165,57
696,07-04-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,16,123,50
696,09-04-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,17,108,54
696,14-04-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,15,97,55
696,17-04-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,16,73,45
696,21-04-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,17,96,40
696,24-04-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,16,76,38
696,28-04-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",16,19,68,40
696,30-04-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",14,15,83,53
696,04-05-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",14,15,96,46
696,07-05-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",14,16,142,35
696,12-05-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",14,16,119,57
696,15-05-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,14,97,41
696,18-05-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",16,15,103,51
696,22-05-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,15,94,55
696,26-05-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,15,120,46
696,29-05-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",13,14,99,33
696,02-06-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",14,15,98,39
696,05-06-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,17,144,49
696,08-06-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",12,14,60,36
696,11-06-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",16,14,60,21
696,17-06-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",17,15,41,18
696,19-06-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,16,37,22
696,23-06-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",16,16,41,24
696,26-06-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,11,30,18
696,30-06-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,14,25,12
696,03-07-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,14,47,27
696,06-07-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",13,15,52,32
696,09-07-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",13,13,46,23
696,15-07-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",14,14,42,26
696,17-07-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",11,13,53,29
696,21-07-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,10,61,34
696,24-07-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,10,54,32
696,28-07-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,11,61,40
696,31-07-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,10,57,39
696,04-08-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",11,11,77,30
696,06-08-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",9,11,63,37
696,11-08-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",11,12,99,26
696,13-08-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,12,43,18
696,18-08-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",7,11,65,30
696,20-08-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,9,68,34
696,25-08-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,10,80,35
696,28-08-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",9,10,73,38
696,31-08-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",9,12,91,35
696,03-09-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",9,10,117,53
696,07-09-15,Odisha,Rourkela,"Over the roof of Dalmia Research Institute, Rajgangpur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",9,11,119,51
